Frequence = 10 Ghz;
N = 8784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000265054; Faza = 159.284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
5635   X = 849 mm; Y = 20 mm; Amplitude = 0.00104264; Faza = 111.606 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5636   X = 849 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5637   X = 849 mm; Y = 20 mm; Amplitude = 0.000336724; Faza = -118.242 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5638   X = 851 mm; Y = 20 mm; Amplitude = 0.00102388; Faza = 90.0571 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5639   X = 851 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5640   X = 851 mm; Y = 20 mm; Amplitude = 0.000326549; Faza = -141.877 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5641   X = 853 mm; Y = 20 mm; Amplitude = 0.000991937; Faza = 68.0672 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5642   X = 853 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5643   X = 853 mm; Y = 20 mm; Amplitude = 0.000315759; Faza = -166.028 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5644   X = 855 mm; Y = 20 mm; Amplitude = 0.000954583; Faza = 45.1663 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5645   X = 855 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5646   X = 855 mm; Y = 20 mm; Amplitude = 0.000306132; Faza = -190.944 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5647   X = 857 mm; Y = 20 mm; Amplitude = 0.000923163; Faza = 21.2525 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5648   X = 857 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5649   X = 857 mm; Y = 20 mm; Amplitude = 0.000300183; Faza = -216.578 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5650   X = 859 mm; Y = 20 mm; Amplitude = 0.000906502; Faza = -3.24745 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5651   X = 859 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5652   X = 859 mm; Y = 20 mm; Amplitude = 0.000299735; Faza = -242.503 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5653   X = 861 mm; Y = 20 mm; Amplitude = 0.000905197; Faza = -27.5853 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5654   X = 861 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5655   X = 861 mm; Y = 20 mm; Amplitude = 0.000304639; Faza = -268.104 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5656   X = 863 mm; Y = 20 mm; Amplitude = 0.000911381; Faza = -51.2136 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5657   X = 863 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5658   X = 863 mm; Y = 20 mm; Amplitude = 0.000312814; Faza = 67.0244 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5659   X = 865 mm; Y = 20 mm; Amplitude = 0.000914088; Faza = -74.1309 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5660   X = 865 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5661   X = 865 mm; Y = 20 mm; Amplitude = 0.000321598; Faza = 42.8726 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5662   X = 867 mm; Y = 20 mm; Amplitude = 0.000906016; Faza = -96.815 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5663   X = 867 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5664   X = 867 mm; Y = 20 mm; Amplitude = 0.000329265; Faza = 19.1178 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5665   X = 869 mm; Y = 20 mm; Amplitude = 0.000887567; Faza = -119.926 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5666   X = 869 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5667   X = 869 mm; Y = 20 mm; Amplitude = 0.000335938; Faza = -4.61561 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5668   X = 871 mm; Y = 20 mm; Amplitude = 0.000866945; Faza = -143.975 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5669   X = 871 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5670   X = 871 mm; Y = 20 mm; Amplitude = 0.000343337; Faza = -28.5111 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5671   X = 873 mm; Y = 20 mm; Amplitude = 0.000856156; Faza = -168.96 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5672   X = 873 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5673   X = 873 mm; Y = 20 mm; Amplitude = 0.000353593; Faza = -52.4284 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5674   X = 875 mm; Y = 20 mm; Amplitude = 0.000863814; Faza = 165.766 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5675   X = 875 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5676   X = 875 mm; Y = 20 mm; Amplitude = 0.000367653; Faza = -75.973 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5677   X = 877 mm; Y = 20 mm; Amplitude = 0.000889022; Faza = 141.115 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5678   X = 877 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5679   X = 877 mm; Y = 20 mm; Amplitude = 0.000384324; Faza = -98.7629 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5680   X = 879 mm; Y = 20 mm; Amplitude = 0.000921902; Faza = 117.619 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5681   X = 879 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5682   X = 879 mm; Y = 20 mm; Amplitude = 0.000400802; Faza = -120.677 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5683   X = 881 mm; Y = 20 mm; Amplitude = 0.000949971; Faza = 95.1618 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5684   X = 881 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5685   X = 881 mm; Y = 20 mm; Amplitude = 0.000413923; Faza = -141.901 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5686   X = 883 mm; Y = 20 mm; Amplitude = 0.000964954; Faza = 73.1962 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5687   X = 883 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5688   X = 883 mm; Y = 20 mm; Amplitude = 0.000421656; Faza = -162.831 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5689   X = 885 mm; Y = 20 mm; Amplitude = 0.000966254; Faza = 51.0654 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5690   X = 885 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5691   X = 885 mm; Y = 20 mm; Amplitude = 0.000424055; Faza = -183.904 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5692   X = 887 mm; Y = 20 mm; Amplitude = 0.000960786; Faza = 28.2849 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5693   X = 887 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5694   X = 887 mm; Y = 20 mm; Amplitude = 0.000423236; Faza = -205.438 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5695   X = 889 mm; Y = 20 mm; Amplitude = 0.000959457; Faza = 4.78472 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5696   X = 889 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5697   X = 889 mm; Y = 20 mm; Amplitude = 0.000422485; Faza = -227.494 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5698   X = 891 mm; Y = 20 mm; Amplitude = 0.000970994; Faza = -19.0047 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5699   X = 891 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5700   X = 891 mm; Y = 20 mm; Amplitude = 0.000424563; Faza = -249.798 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5701   X = 893 mm; Y = 20 mm; Amplitude = 0.000996539; Faza = -42.3971 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5702   X = 893 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5703   X = 893 mm; Y = 20 mm; Amplitude = 0.000430075; Faza = 88.1208 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5704   X = 895 mm; Y = 20 mm; Amplitude = 0.00102887; Faza = -64.9058 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5705   X = 895 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5706   X = 895 mm; Y = 20 mm; Amplitude = 0.000436971; Faza = 66.6586 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5707   X = 897 mm; Y = 20 mm; Amplitude = 0.00105695; Faza = -86.5025 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5708   X = 897 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5709   X = 897 mm; Y = 20 mm; Amplitude = 0.000441552; Faza = 45.9121 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5710   X = 899 mm; Y = 20 mm; Amplitude = 0.00107185; Faza = -107.539 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5711   X = 899 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5712   X = 899 mm; Y = 20 mm; Amplitude = 0.000440387; Faza = 25.6545 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5713   X = 901 mm; Y = 20 mm; Amplitude = 0.00107047; Faza = -128.536 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5714   X = 901 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5715   X = 901 mm; Y = 20 mm; Amplitude = 0.00043182; Faza = 5.44006 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5716   X = 903 mm; Y = 20 mm; Amplitude = 0.00105645; Faza = -149.964 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5717   X = 903 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5718   X = 903 mm; Y = 20 mm; Amplitude = 0.000416759; Faza = -15.2413 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5719   X = 905 mm; Y = 20 mm; Amplitude = 0.00103825; Faza = -172.074 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5720   X = 905 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5721   X = 905 mm; Y = 20 mm; Amplitude = 0.000398448; Faza = -36.7976 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5722   X = 907 mm; Y = 20 mm; Amplitude = 0.00102491; Faza = 165.239 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5723   X = 907 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5724   X = 907 mm; Y = 20 mm; Amplitude = 0.000381268; Faza = -59.3375 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5725   X = 909 mm; Y = 20 mm; Amplitude = 0.00102133; Faza = 142.392 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5726   X = 909 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5727   X = 909 mm; Y = 20 mm; Amplitude = 0.000368684; Faza = -82.5239 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5728   X = 911 mm; Y = 20 mm; Amplitude = 0.00102559; Faza = 119.875 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5729   X = 911 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5730   X = 911 mm; Y = 20 mm; Amplitude = 0.000361247; Faza = -105.694 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5731   X = 913 mm; Y = 20 mm; Amplitude = 0.00103054; Faza = 97.9453 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5732   X = 913 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5733   X = 913 mm; Y = 20 mm; Amplitude = 0.000356279; Faza = -128.271 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5734   X = 915 mm; Y = 20 mm; Amplitude = 0.00102813; Faza = 76.52 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5735   X = 915 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5736   X = 915 mm; Y = 20 mm; Amplitude = 0.000349521; Faza = -150.121 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5737   X = 917 mm; Y = 20 mm; Amplitude = 0.0010136; Faza = 55.2627 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5738   X = 917 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5739   X = 917 mm; Y = 20 mm; Amplitude = 0.000337528; Faza = -171.592 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5740   X = 919 mm; Y = 20 mm; Amplitude = 0.000987365; Faza = 33.756 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5741   X = 919 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5742   X = 919 mm; Y = 20 mm; Amplitude = 0.0003193; Faza = -193.358 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5743   X = 921 mm; Y = 20 mm; Amplitude = 0.000954488; Faza = 11.671 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5744   X = 921 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5745   X = 921 mm; Y = 20 mm; Amplitude = 0.00029683; Faza = -216.203 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5746   X = 923 mm; Y = 20 mm; Amplitude = 0.000922034; Faza = -11.086 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5747   X = 923 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5748   X = 923 mm; Y = 20 mm; Amplitude = 0.00027449; Faza = -240.726 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5749   X = 925 mm; Y = 20 mm; Amplitude = 0.00089545; Faza = -34.3228 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5750   X = 925 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5751   X = 925 mm; Y = 20 mm; Amplitude = 0.000257283; Faza = -266.949 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5752   X = 927 mm; Y = 20 mm; Amplitude = 0.00087581; Faza = -57.6741 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5753   X = 927 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5754   X = 927 mm; Y = 20 mm; Amplitude = 0.000248093; Faza = 65.9538 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5755   X = 929 mm; Y = 20 mm; Amplitude = 0.000859736; Faza = -80.8453 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5756   X = 929 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5757   X = 929 mm; Y = 20 mm; Amplitude = 0.000245848; Faza = 39.1689 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5758   X = 931 mm; Y = 20 mm; Amplitude = 0.000842138; Faza = -103.801 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5759   X = 931 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5760   X = 931 mm; Y = 20 mm; Amplitude = 0.000246572; Faza = 13.3199 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5761   X = 933 mm; Y = 20 mm; Amplitude = 0.000819612; Faza = -126.764 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5762   X = 933 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5763   X = 933 mm; Y = 20 mm; Amplitude = 0.0002465; Faza = -11.8491 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5764   X = 935 mm; Y = 20 mm; Amplitude = 0.000792505; Faza = -150.081 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5765   X = 935 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5766   X = 935 mm; Y = 20 mm; Amplitude = 0.000244395; Faza = -37.082 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5767   X = 937 mm; Y = 20 mm; Amplitude = 0.00076465; Faza = -174.021 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5768   X = 937 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5769   X = 937 mm; Y = 20 mm; Amplitude = 0.000241994; Faza = -63.0362 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5770   X = 939 mm; Y = 20 mm; Amplitude = 0.000741253; Faza = 161.394 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5771   X = 939 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5772   X = 939 mm; Y = 20 mm; Amplitude = 0.00024275; Faza = -89.8014 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5773   X = 941 mm; Y = 20 mm; Amplitude = 0.000725719; Faza = 136.424 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5774   X = 941 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5775   X = 941 mm; Y = 20 mm; Amplitude = 0.000249443; Faza = -116.734 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5776   X = 943 mm; Y = 20 mm; Amplitude = 0.000717792; Faza = 111.447 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5777   X = 943 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5778   X = 943 mm; Y = 20 mm; Amplitude = 0.00026212; Faza = -142.908 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5779   X = 945 mm; Y = 20 mm; Amplitude = 0.000714172; Faza = 86.694 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5780   X = 945 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5781   X = 945 mm; Y = 20 mm; Amplitude = 0.000278189; Faza = -167.821 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5782   X = 947 mm; Y = 20 mm; Amplitude = 0.000711299; Faza = 62.1092 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5783   X = 947 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5784   X = 947 mm; Y = 20 mm; Amplitude = 0.000294419; Faza = -191.598 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5785   X = 949 mm; Y = 20 mm; Amplitude = 0.000708029; Faza = 37.4525 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5786   X = 949 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5787   X = 949 mm; Y = 20 mm; Amplitude = 0.000308789; Faza = -214.715 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5788   X = 951 mm; Y = 20 mm; Amplitude = 0.000706509; Faza = 12.5094 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5789   X = 951 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5790   X = 951 mm; Y = 20 mm; Amplitude = 0.000321227; Faza = -237.636 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5791   X = 953 mm; Y = 20 mm; Amplitude = 0.000710683; Faza = -12.6965 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5792   X = 953 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5793   X = 953 mm; Y = 20 mm; Amplitude = 0.000333095; Faza = -260.572 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5794   X = 955 mm; Y = 20 mm; Amplitude = 0.000723475; Faza = -37.8612 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5795   X = 955 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5796   X = 955 mm; Y = 20 mm; Amplitude = 0.000345971; Faza = 76.5599 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5797   X = 957 mm; Y = 20 mm; Amplitude = 0.000744344; Faza = -62.5779 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5798   X = 957 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5799   X = 957 mm; Y = 20 mm; Amplitude = 0.000360352; Faza = 54.0188 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5800   X = 959 mm; Y = 20 mm; Amplitude = 0.000769359; Faza = -86.6066 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5801   X = 959 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5802   X = 959 mm; Y = 20 mm; Amplitude = 0.000375212; Faza = 32.019 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5803   X = 961 mm; Y = 20 mm; Amplitude = 0.000793443; Faza = -110.001 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5804   X = 961 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5805   X = 961 mm; Y = 20 mm; Amplitude = 0.000388523; Faza = 10.5639 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5806   X = 963 mm; Y = 20 mm; Amplitude = 0.000813154; Faza = -133.035 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5807   X = 963 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5808   X = 963 mm; Y = 20 mm; Amplitude = 0.000398488; Faza = -10.5524 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5809   X = 965 mm; Y = 20 mm; Amplitude = 0.000828299; Faza = -156.029 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5810   X = 965 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5811   X = 965 mm; Y = 20 mm; Amplitude = 0.000404536; Faza = -31.6358 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5812   X = 967 mm; Y = 20 mm; Amplitude = 0.000841708; Faza = -179.184 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5813   X = 967 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5814   X = 967 mm; Y = 20 mm; Amplitude = 0.000407648; Faza = -52.9457 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5815   X = 969 mm; Y = 20 mm; Amplitude = 0.000857477; Faza = 157.521 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5816   X = 969 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5817   X = 969 mm; Y = 20 mm; Amplitude = 0.000409831; Faza = -74.5629 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5818   X = 971 mm; Y = 20 mm; Amplitude = 0.000878309; Faza = 134.308 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5819   X = 971 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5820   X = 971 mm; Y = 20 mm; Amplitude = 0.000412962; Faza = -96.3388 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
