Frequence = 10 Ghz;
N = 9084;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000450778; Faza = -151.902 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
4462   X = 867 mm; Y = 20 mm; Amplitude = 0.000450485; Faza = -98.8361 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4463   X = 867 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4464   X = 867 mm; Y = 20 mm; Amplitude = 0.000380645; Faza = 62.004 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4465   X = 869 mm; Y = 20 mm; Amplitude = 0.000507343; Faza = -102.886 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4466   X = 869 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4467   X = 869 mm; Y = 20 mm; Amplitude = 0.000376271; Faza = 58.2727 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4468   X = 871 mm; Y = 20 mm; Amplitude = 0.000525952; Faza = -108.279 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4469   X = 871 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4470   X = 871 mm; Y = 20 mm; Amplitude = 0.000346013; Faza = 54.4012 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4471   X = 873 mm; Y = 20 mm; Amplitude = 0.000502218; Faza = -114.772 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4472   X = 873 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4473   X = 873 mm; Y = 20 mm; Amplitude = 0.000291427; Faza = 51.0091 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4474   X = 875 mm; Y = 20 mm; Amplitude = 0.000436715; Faza = -122.562 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4475   X = 875 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4476   X = 875 mm; Y = 20 mm; Amplitude = 0.000216215; Faza = 49.3774 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4477   X = 877 mm; Y = 20 mm; Amplitude = 0.000335017; Faza = -132.599 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4478   X = 877 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4479   X = 877 mm; Y = 20 mm; Amplitude = 0.0001275; Faza = 54.3111 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4480   X = 879 mm; Y = 20 mm; Amplitude = 0.000208769; Faza = -148.662 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4481   X = 879 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4482   X = 879 mm; Y = 20 mm; Amplitude = 5.48457e-005; Faza = -258.147 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4483   X = 881 mm; Y = 20 mm; Amplitude = 0; Faza = 163.9 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4484   X = 881 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4485   X = 881 mm; Y = 20 mm; Amplitude = 0; Faza = -191.16 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4486   X = 883 mm; Y = 20 mm; Amplitude = 0.000140007; Faza = 75.3697 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4487   X = 883 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4488   X = 883 mm; Y = 20 mm; Amplitude = 0.000207119; Faza = -182.923 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4489   X = 885 mm; Y = 20 mm; Amplitude = 0.000272839; Faza = 48.2064 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4490   X = 885 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4491   X = 885 mm; Y = 20 mm; Amplitude = 0.000296763; Faza = -184.16 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4492   X = 887 mm; Y = 20 mm; Amplitude = 0.000398356; Faza = 33.2202 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4493   X = 887 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4494   X = 887 mm; Y = 20 mm; Amplitude = 0.00036933; Faza = -187.915 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4495   X = 889 mm; Y = 20 mm; Amplitude = 0.000502455; Faza = 20.63 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4496   X = 889 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4497   X = 889 mm; Y = 20 mm; Amplitude = 0.000418974; Faza = -192.676 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4498   X = 891 mm; Y = 20 mm; Amplitude = 0.000580709; Faza = 8.52214 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4499   X = 891 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4500   X = 891 mm; Y = 20 mm; Amplitude = 0.00044218; Faza = -197.906 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4501   X = 893 mm; Y = 20 mm; Amplitude = 0.000632083; Faza = -3.61134 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4502   X = 893 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4503   X = 893 mm; Y = 20 mm; Amplitude = 0.000437615; Faza = -203.31 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4504   X = 895 mm; Y = 20 mm; Amplitude = 0.000656433; Faza = -15.8374 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4505   X = 895 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4506   X = 895 mm; Y = 20 mm; Amplitude = 0.000405989; Faza = -208.616 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4507   X = 897 mm; Y = 20 mm; Amplitude = 0.000652609; Faza = -28.0717 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4508   X = 897 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4509   X = 897 mm; Y = 20 mm; Amplitude = 0.000349822; Faza = -213.413 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4510   X = 899 mm; Y = 20 mm; Amplitude = 0.000617701; Faza = -40.2652 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4511   X = 899 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4512   X = 899 mm; Y = 20 mm; Amplitude = 0.000273237; Faza = -216.793 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4513   X = 901 mm; Y = 20 mm; Amplitude = 0.000547927; Faza = -52.6155 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4514   X = 901 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4515   X = 901 mm; Y = 20 mm; Amplitude = 0.000182477; Faza = -215.955 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4516   X = 903 mm; Y = 20 mm; Amplitude = 0.000441065; Faza = -65.993 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4517   X = 903 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4518   X = 903 mm; Y = 20 mm; Amplitude = 9.26927e-005; Faza = -196.676 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4519   X = 905 mm; Y = 20 mm; Amplitude = 0; Faza = -83.649 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4520   X = 905 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4521   X = 905 mm; Y = 20 mm; Amplitude = 0; Faza = -125.015 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4522   X = 907 mm; Y = 20 mm; Amplitude = 0; Faza = -122.966 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4523   X = 907 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4524   X = 907 mm; Y = 20 mm; Amplitude = 0; Faza = -101.24 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4525   X = 909 mm; Y = 20 mm; Amplitude = 0.000180117; Faza = 152.976 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4526   X = 909 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4527   X = 909 mm; Y = 20 mm; Amplitude = 0.000283328; Faza = -99.1303 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4528   X = 911 mm; Y = 20 mm; Amplitude = 0.000365352; Faza = 119.989 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4529   X = 911 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4530   X = 911 mm; Y = 20 mm; Amplitude = 0.000377655; Faza = -101.551 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4531   X = 913 mm; Y = 20 mm; Amplitude = 0.000563843; Faza = 105.507 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4532   X = 913 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4533   X = 913 mm; Y = 20 mm; Amplitude = 0.00045508; Faza = -105.295 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4534   X = 915 mm; Y = 20 mm; Amplitude = 0.000737404; Faza = 95.6064 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4535   X = 915 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4536   X = 915 mm; Y = 20 mm; Amplitude = 0.00050959; Faza = -109.359 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4537   X = 917 mm; Y = 20 mm; Amplitude = 0.000864769; Faza = 87.4101 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4538   X = 917 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4539   X = 917 mm; Y = 20 mm; Amplitude = 0.000536778; Faza = -113.289 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4540   X = 919 mm; Y = 20 mm; Amplitude = 0.000931446; Faza = 79.9093 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4541   X = 919 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4542   X = 919 mm; Y = 20 mm; Amplitude = 0.000534243; Faza = -116.776 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4543   X = 921 mm; Y = 20 mm; Amplitude = 0.000930116; Faza = 72.5525 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4544   X = 921 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4545   X = 921 mm; Y = 20 mm; Amplitude = 0.000502085; Faza = -119.491 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4546   X = 923 mm; Y = 20 mm; Amplitude = 0.000861469; Faza = 64.8674 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4547   X = 923 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4548   X = 923 mm; Y = 20 mm; Amplitude = 0.000443308; Faza = -120.918 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4549   X = 925 mm; Y = 20 mm; Amplitude = 0.000734293; Faza = 56.2296 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4550   X = 925 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4551   X = 925 mm; Y = 20 mm; Amplitude = 0.000364238; Faza = -120.025 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4552   X = 927 mm; Y = 20 mm; Amplitude = 0.000564864; Faza = 45.4491 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4553   X = 927 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4554   X = 927 mm; Y = 20 mm; Amplitude = 0.000275676; Faza = -114.428 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4555   X = 929 mm; Y = 20 mm; Amplitude = 0.000376996; Faza = 29.3604 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4556   X = 929 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4557   X = 929 mm; Y = 20 mm; Amplitude = 0.000197385; Faza = -98.5835 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4558   X = 931 mm; Y = 20 mm; Amplitude = 0; Faza = -3.65426 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4559   X = 931 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4560   X = 931 mm; Y = 20 mm; Amplitude = 0; Faza = -67.7659 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4561   X = 933 mm; Y = 20 mm; Amplitude = 0; Faza = -70.8466 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4562   X = 933 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4563   X = 933 mm; Y = 20 mm; Amplitude = 0; Faza = -40.3741 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4564   X = 935 mm; Y = 20 mm; Amplitude = 0; Faza = -113.986 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4565   X = 935 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4566   X = 935 mm; Y = 20 mm; Amplitude = 0; Faza = -28.3524 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4567   X = 937 mm; Y = 20 mm; Amplitude = 0.000393077; Faza = -136.247 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4568   X = 937 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4569   X = 937 mm; Y = 20 mm; Amplitude = 0.000330878; Faza = -25.0362 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4570   X = 939 mm; Y = 20 mm; Amplitude = 0.000483599; Faza = -153.556 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4571   X = 939 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4572   X = 939 mm; Y = 20 mm; Amplitude = 0.000381552; Faza = -25.8171 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4573   X = 941 mm; Y = 20 mm; Amplitude = 0.000554093; Faza = -169.857 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4574   X = 941 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4575   X = 941 mm; Y = 20 mm; Amplitude = 0.000416251; Faza = -28.6976 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4576   X = 943 mm; Y = 20 mm; Amplitude = 0.000614307; Faza = 174.179 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4577   X = 943 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4578   X = 943 mm; Y = 20 mm; Amplitude = 0.000435413; Faza = -32.6738 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4579   X = 945 mm; Y = 20 mm; Amplitude = 0.000671074; Faza = 159.055 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4580   X = 945 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4581   X = 945 mm; Y = 20 mm; Amplitude = 0.000440959; Faza = -37.0722 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4582   X = 947 mm; Y = 20 mm; Amplitude = 0.000722595; Faza = 145.513 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4583   X = 947 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4584   X = 947 mm; Y = 20 mm; Amplitude = 0.000435099; Faza = -41.3045 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4585   X = 949 mm; Y = 20 mm; Amplitude = 0.00075887; Faza = 133.987 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4586   X = 949 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4587   X = 949 mm; Y = 20 mm; Amplitude = 0.000419712; Faza = -44.779 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4588   X = 951 mm; Y = 20 mm; Amplitude = 0.000766596; Faza = 124.519 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4589   X = 951 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4590   X = 951 mm; Y = 20 mm; Amplitude = 0.000396348; Faza = -46.8698 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4591   X = 953 mm; Y = 20 mm; Amplitude = 0.000734503; Faza = 116.968 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4592   X = 953 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4593   X = 953 mm; Y = 20 mm; Amplitude = 0.000366789; Faza = -46.898 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4594   X = 955 mm; Y = 20 mm; Amplitude = 0.000656883; Faza = 111.242 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4595   X = 955 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4596   X = 955 mm; Y = 20 mm; Amplitude = 0.000333924; Faza = -44.1202 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4597   X = 957 mm; Y = 20 mm; Amplitude = 0.000535179; Faza = 107.57 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4598   X = 957 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4599   X = 957 mm; Y = 20 mm; Amplitude = 0.000302551; Faza = -37.8117 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4600   X = 959 mm; Y = 20 mm; Amplitude = 0.000378425; Faza = 107.245 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4601   X = 959 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4602   X = 959 mm; Y = 20 mm; Amplitude = 0.000279433; Faza = -27.6739 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4603   X = 961 mm; Y = 20 mm; Amplitude = 0.000206156; Faza = 116.984 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4604   X = 961 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4605   X = 961 mm; Y = 20 mm; Amplitude = 0.000271361; Faza = -14.6306 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4606   X = 963 mm; Y = 20 mm; Amplitude = 0.000104542; Faza = -178.469 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4607   X = 963 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4608   X = 963 mm; Y = 20 mm; Amplitude = 0.000281112; Faza = -0.99933 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4609   X = 965 mm; Y = 20 mm; Amplitude = 0.000226895; Faza = -128.09 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4610   X = 965 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4611   X = 965 mm; Y = 20 mm; Amplitude = 0.000305323; Faza = 10.9992 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4612   X = 967 mm; Y = 20 mm; Amplitude = 0.000379427; Faza = -120.429 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4613   X = 967 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4614   X = 967 mm; Y = 20 mm; Amplitude = 0.000337275; Faza = 20.5483 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4615   X = 969 mm; Y = 20 mm; Amplitude = 0.000504538; Faza = -119.993 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4616   X = 969 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4617   X = 969 mm; Y = 20 mm; Amplitude = 0.00037073; Faza = 27.8671 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4618   X = 971 mm; Y = 20 mm; Amplitude = 0.000591103; Faza = -121.822 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4619   X = 971 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4620   X = 971 mm; Y = 20 mm; Amplitude = 0.000401433; Faza = 33.4178 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4621   X = 973 mm; Y = 20 mm; Amplitude = 0.000637199; Faza = -124.814 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4622   X = 973 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4623   X = 973 mm; Y = 20 mm; Amplitude = 0.000426943; Faza = 37.5449 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4624   X = 975 mm; Y = 20 mm; Amplitude = 0.00064677; Faza = -128.686 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4625   X = 975 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4626   X = 975 mm; Y = 20 mm; Amplitude = 0.000446046; Faza = 40.4219 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4627   X = 977 mm; Y = 20 mm; Amplitude = 0.000628018; Faza = -133.398 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4628   X = 977 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4629   X = 977 mm; Y = 20 mm; Amplitude = 0.00045827; Faza = 42.1027 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4630   X = 979 mm; Y = 20 mm; Amplitude = 0.000591548; Faza = -138.957 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4631   X = 979 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4632   X = 979 mm; Y = 20 mm; Amplitude = 0.000463649; Faza = 42.592 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4633   X = 981 mm; Y = 20 mm; Amplitude = 0.000548198; Faza = -145.266 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4634   X = 981 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4635   X = 981 mm; Y = 20 mm; Amplitude = 0.000462635; Faza = 41.9106 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4636   X = 983 mm; Y = 20 mm; Amplitude = 0.00050676; Faza = -151.987 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4637   X = 983 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4638   X = 983 mm; Y = 20 mm; Amplitude = 0.000456018; Faza = 40.152 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4639   X = 985 mm; Y = 20 mm; Amplitude = 0.00047212; Faza = -158.486 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4640   X = 985 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4641   X = 985 mm; Y = 20 mm; Amplitude = 0.000444729; Faza = 37.5312 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4642   X = 987 mm; Y = 20 mm; Amplitude = 0.000444628; Faza = -163.965 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4643   X = 987 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4644   X = 987 mm; Y = 20 mm; Amplitude = 0.000429483; Faza = 34.4169 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4645   X = 989 mm; Y = 20 mm; Amplitude = 0.000421134; Faza = -167.727 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4646   X = 989 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4647   X = 989 mm; Y = 20 mm; Amplitude = 0.000410446; Faza = 31.3424 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
