Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00286564; Faza = -42.1737 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
6166   X = 20540 mm; Y = 20390 mm; Amplitude = 0.00015486; Faza = -49.4356 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6167   X = 20540 mm; Y = 20390 mm; Amplitude = 0.000135912; Faza = -57.2418 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6168   X = 20540 mm; Y = 20390 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6169   X = 20540 mm; Y = 20410 mm; Amplitude = 0.000157286; Faza = -50.4256 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6170   X = 20540 mm; Y = 20410 mm; Amplitude = 0.000138098; Faza = -58.5913 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6171   X = 20540 mm; Y = 20410 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6172   X = 20540 mm; Y = 20430 mm; Amplitude = 0.000157596; Faza = -51.5429 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6173   X = 20540 mm; Y = 20430 mm; Amplitude = 0.000138457; Faza = -60.0519 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6174   X = 20540 mm; Y = 20430 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6175   X = 20540 mm; Y = 20450 mm; Amplitude = 0.000155753; Faza = -52.8364 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6176   X = 20540 mm; Y = 20450 mm; Amplitude = 0.000136955; Faza = -61.677 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6177   X = 20540 mm; Y = 20450 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6178   X = 20540 mm; Y = 20470 mm; Amplitude = 0.000151764; Faza = -54.3661 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6179   X = 20540 mm; Y = 20470 mm; Amplitude = 0.000133604; Faza = -63.5328 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6180   X = 20540 mm; Y = 20470 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6181   X = 20540 mm; Y = 20490 mm; Amplitude = 0.000145684; Faza = -56.2109 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6182   X = 20540 mm; Y = 20490 mm; Amplitude = 0.000128458; Faza = -65.7028 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6183   X = 20540 mm; Y = 20490 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6184   X = 20540 mm; Y = 20510 mm; Amplitude = 0.000137619; Faza = -58.4807 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6185   X = 20540 mm; Y = 20510 mm; Amplitude = 0.000121623; Faza = -68.3015 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6186   X = 20540 mm; Y = 20510 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6187   X = 20540 mm; Y = 20530 mm; Amplitude = 0.000127746; Faza = -61.3337 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6188   X = 20540 mm; Y = 20530 mm; Amplitude = 0.000113258; Faza = -71.488 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6189   X = 20540 mm; Y = 20530 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6190   X = 20540 mm; Y = 20550 mm; Amplitude = 0.000116326; Faza = -65.0073 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6191   X = 20540 mm; Y = 20550 mm; Amplitude = 0.000103607; Faza = -75.498 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6192   X = 20540 mm; Y = 20550 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6193   X = 20540 mm; Y = 20570 mm; Amplitude = 0.000103746; Faza = -69.8728 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6194   X = 20540 mm; Y = 20570 mm; Amplitude = 9.30248e-005; Faza = -80.6872 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6195   X = 20540 mm; Y = 20570 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6196   X = 20540 mm; Y = 20590 mm; Amplitude = 9.05896e-005; Faza = -76.5175 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6197   X = 20540 mm; Y = 20590 mm; Amplitude = 8.20308e-005; Faza = -87.5948 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6198   X = 20540 mm; Y = 20590 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6199   X = 20540 mm; Y = 20610 mm; Amplitude = 7.77756e-005; Faza = -85.8523 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6200   X = 20540 mm; Y = 20610 mm; Amplitude = 7.14281e-005; Faza = -97.0067 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6201   X = 20540 mm; Y = 20610 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6202   X = 20540 mm; Y = 20630 mm; Amplitude = 6.67921e-005; Faza = -99.0855 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6203   X = 20540 mm; Y = 20630 mm; Amplitude = 6.24476e-005; Faza = -109.865 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6204   X = 20540 mm; Y = 20630 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6205   X = 20540 mm; Y = 20650 mm; Amplitude = 5.98655e-005; Faza = -116.955 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6206   X = 20540 mm; Y = 20650 mm; Amplitude = 5.68143e-005; Faza = -126.597 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6207   X = 20540 mm; Y = 20650 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6208   X = 20540 mm; Y = 20670 mm; Amplitude = 5.93161e-005; Faza = -137.685 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6209   X = 20540 mm; Y = 20670 mm; Amplitude = 5.62315e-005; Faza = -145.693 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6210   X = 20540 mm; Y = 20670 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6211   X = 20540 mm; Y = 20690 mm; Amplitude = 6.57154e-005; Faza = -156.872 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6212   X = 20540 mm; Y = 20690 mm; Amplitude = 6.11801e-005; Faza = -163.723 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6213   X = 20540 mm; Y = 20690 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6214   X = 20540 mm; Y = 20710 mm; Amplitude = 7.73621e-005; Faza = -171.702 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6215   X = 20540 mm; Y = 20710 mm; Amplitude = 7.05139e-005; Faza = -178.245 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6216   X = 20540 mm; Y = 20710 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6217   X = 20540 mm; Y = 20730 mm; Amplitude = 9.19985e-005; Faza = 177.609 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6218   X = 20540 mm; Y = 20730 mm; Amplitude = 8.25259e-005; Faza = -189.119 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6219   X = 20540 mm; Y = 20730 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6220   X = 20540 mm; Y = 20750 mm; Amplitude = 0.000107925; Faza = 169.848 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6221   X = 20540 mm; Y = 20750 mm; Amplitude = 9.58105e-005; Faza = -197.221 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6222   X = 20540 mm; Y = 20750 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6223   X = 20540 mm; Y = 20770 mm; Amplitude = 0.000124026; Faza = 163.993 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6224   X = 20540 mm; Y = 20770 mm; Amplitude = 0.00010939; Faza = -203.43 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6225   X = 20540 mm; Y = 20770 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6226   X = 20540 mm; Y = 20790 mm; Amplitude = 0.000139553; Faza = 159.362 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6227   X = 20540 mm; Y = 20790 mm; Amplitude = 0.000122586; Faza = -208.378 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6228   X = 20540 mm; Y = 20790 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6229   X = 20540 mm; Y = 20810 mm; Amplitude = 0.000153964; Faza = 155.522 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6230   X = 20540 mm; Y = 20810 mm; Amplitude = 0.000134912; Faza = -212.488 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6231   X = 20540 mm; Y = 20810 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6232   X = 20540 mm; Y = 20830 mm; Amplitude = 0.000166849; Faza = 152.195 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6233   X = 20540 mm; Y = 20830 mm; Amplitude = 0.000145994; Faza = -216.041 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6234   X = 20540 mm; Y = 20830 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6235   X = 20540 mm; Y = 20850 mm; Amplitude = 0.000177892; Faza = 149.191 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6236   X = 20540 mm; Y = 20850 mm; Amplitude = 0.000155546; Faza = -219.228 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6237   X = 20540 mm; Y = 20850 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6238   X = 20540 mm; Y = 20870 mm; Amplitude = 0.000186847; Faza = 146.377 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6239   X = 20540 mm; Y = 20870 mm; Amplitude = 0.000163345; Faza = -222.188 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6240   X = 20540 mm; Y = 20870 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6241   X = 20540 mm; Y = 20890 mm; Amplitude = 0.000193534; Faza = 143.649 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6242   X = 20540 mm; Y = 20890 mm; Amplitude = 0.000169226; Faza = -225.024 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6243   X = 20540 mm; Y = 20890 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6244   X = 20540 mm; Y = 20910 mm; Amplitude = 0.000197837; Faza = 140.927 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6245   X = 20540 mm; Y = 20910 mm; Amplitude = 0.000173075; Faza = -227.82 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6246   X = 20540 mm; Y = 20910 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6247   X = 20540 mm; Y = 20930 mm; Amplitude = 0.000199698; Faza = 138.133 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6248   X = 20540 mm; Y = 20930 mm; Amplitude = 0.000174833; Faza = -230.649 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6249   X = 20540 mm; Y = 20930 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6250   X = 20540 mm; Y = 20950 mm; Amplitude = 0.000199127; Faza = 135.197 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6251   X = 20540 mm; Y = 20950 mm; Amplitude = 0.000174485; Faza = -233.578 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6252   X = 20540 mm; Y = 20950 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6253   X = 20540 mm; Y = 20970 mm; Amplitude = 0.000196195; Faza = 132.044 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6254   X = 20540 mm; Y = 20970 mm; Amplitude = 0.000172081; Faza = -236.677 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6255   X = 20540 mm; Y = 20970 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6256   X = 20540 mm; Y = 20990 mm; Amplitude = 0.000191044; Faza = 128.589 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6257   X = 20540 mm; Y = 20990 mm; Amplitude = 0.000167706; Faza = -240.02 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6258   X = 20540 mm; Y = 20990 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6259   X = 20540 mm; Y = 21010 mm; Amplitude = 0.000183885; Faza = 124.733 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6260   X = 20540 mm; Y = 21010 mm; Amplitude = 0.000161512; Faza = -243.693 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6261   X = 20540 mm; Y = 21010 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6262   X = 20540 mm; Y = 21030 mm; Amplitude = 0.000175008; Faza = 120.357 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6263   X = 20540 mm; Y = 21030 mm; Amplitude = 0.000153689; Faza = -247.798 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6264   X = 20540 mm; Y = 21030 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6265   X = 20540 mm; Y = 21050 mm; Amplitude = 0.000164784; Faza = 115.314 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6266   X = 20540 mm; Y = 21050 mm; Amplitude = 0.000144489; Faza = -252.461 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6267   X = 20540 mm; Y = 21050 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6268   X = 20540 mm; Y = 21070 mm; Amplitude = 0.000153676; Faza = 109.42 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6269   X = 20540 mm; Y = 21070 mm; Amplitude = 0.000134212; Faza = -257.847 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6270   X = 20540 mm; Y = 21070 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6271   X = 20540 mm; Y = 21090 mm; Amplitude = 0.000142253; Faza = 102.453 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6272   X = 20540 mm; Y = 21090 mm; Amplitude = 0.000123227; Faza = -264.174 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6273   X = 20540 mm; Y = 21090 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6274   X = 20540 mm; Y = 21110 mm; Amplitude = 0.000131205; Faza = 94.1588 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
6275   X = 20540 mm; Y = 21110 mm; Amplitude = 0.000112021; Faza = 88.259 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
6276   X = 20540 mm; Y = 21110 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
6277   X = 210 mm; Y = 200 mm; Amplitude = 0.00272086; Faza = -37.6281 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6278   X = 210 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6279   X = 210 mm; Y = 200 mm; Amplitude = 0.00155889; Faza = -265.509 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6280   X = 230 mm; Y = 200 mm; Amplitude = 0.0027633; Faza = -23.5784 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6281   X = 230 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6282   X = 230 mm; Y = 200 mm; Amplitude = 0.0015848; Faza = -252.085 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6283   X = 250 mm; Y = 200 mm; Amplitude = 0.00280377; Faza = -9.70356 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6284   X = 250 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6285   X = 250 mm; Y = 200 mm; Amplitude = 0.00160283; Faza = -238.674 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6286   X = 270 mm; Y = 200 mm; Amplitude = 0.00283873; Faza = 4.04878 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6287   X = 270 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6288   X = 270 mm; Y = 200 mm; Amplitude = 0.00161388; Faza = -225.187 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6289   X = 290 mm; Y = 200 mm; Amplitude = 0.00286623; Faza = 17.7553 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6290   X = 290 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6291   X = 290 mm; Y = 200 mm; Amplitude = 0.00161951; Faza = -211.554 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6292   X = 310 mm; Y = 200 mm; Amplitude = 0.00288634; Faza = 31.4976 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6293   X = 310 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6294   X = 310 mm; Y = 200 mm; Amplitude = 0.00162182; Faza = -197.729 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6295   X = 330 mm; Y = 200 mm; Amplitude = 0.00290112; Faza = 45.3429 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6296   X = 330 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6297   X = 330 mm; Y = 200 mm; Amplitude = 0.00162325; Faza = -183.693 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6298   X = 350 mm; Y = 200 mm; Amplitude = 0.00291401; Faza = 59.3285 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6299   X = 350 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6300   X = 350 mm; Y = 200 mm; Amplitude = 0.0016263; Faza = -169.457 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6301   X = 370 mm; Y = 200 mm; Amplitude = 0.00292903; Faza = 73.4529 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6302   X = 370 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6303   X = 370 mm; Y = 200 mm; Amplitude = 0.00163317; Faza = -155.072 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6304   X = 390 mm; Y = 200 mm; Amplitude = 0.00294966; Faza = 87.6759 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6305   X = 390 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6306   X = 390 mm; Y = 200 mm; Amplitude = 0.0016453; Faza = -140.611 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6307   X = 410 mm; Y = 200 mm; Amplitude = 0.00297802; Faza = 101.929 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6308   X = 410 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6309   X = 410 mm; Y = 200 mm; Amplitude = 0.00166313; Faza = -126.164 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6310   X = 430 mm; Y = 200 mm; Amplitude = 0.00301428; Faza = 116.136 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6311   X = 430 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6312   X = 430 mm; Y = 200 mm; Amplitude = 0.00168597; Faza = -111.811 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6313   X = 450 mm; Y = 200 mm; Amplitude = 0.00305666; Faza = 130.231 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6314   X = 450 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6315   X = 450 mm; Y = 200 mm; Amplitude = 0.00171223; Faza = -97.6103 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6316   X = 470 mm; Y = 200 mm; Amplitude = 0.00310199; Faza = 144.177 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6317   X = 470 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6318   X = 470 mm; Y = 200 mm; Amplitude = 0.00173976; Faza = -83.5833 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6319   X = 490 mm; Y = 200 mm; Amplitude = 0.00314649; Faza = 157.972 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6320   X = 490 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6321   X = 490 mm; Y = 200 mm; Amplitude = 0.00176635; Faza = -69.7176 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6322   X = 510 mm; Y = 200 mm; Amplitude = 0.00318674; Faza = 171.647 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6323   X = 510 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6324   X = 510 mm; Y = 200 mm; Amplitude = 0.00179018; Faza = -55.9722 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6325   X = 530 mm; Y = 200 mm; Amplitude = 0.00322036; Faza = -174.746 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6326   X = 530 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6327   X = 530 mm; Y = 200 mm; Amplitude = 0.00181013; Faza = -42.2887 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6328   X = 550 mm; Y = 200 mm; Amplitude = 0.00324657; Faza = -161.144 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6329   X = 550 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6330   X = 550 mm; Y = 200 mm; Amplitude = 0.001826; Faza = -28.6043 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6331   X = 570 mm; Y = 200 mm; Amplitude = 0.00326624; Faza = -147.489 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6332   X = 570 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6333   X = 570 mm; Y = 200 mm; Amplitude = 0.00183844; Faza = -14.8639 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6334   X = 590 mm; Y = 200 mm; Amplitude = 0.00328165; Faza = -133.738 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6335   X = 590 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6336   X = 590 mm; Y = 200 mm; Amplitude = 0.00184882; Faza = -1.02989 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6337   X = 610 mm; Y = 200 mm; Amplitude = 0.00329598; Faza = -119.872 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6338   X = 610 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6339   X = 610 mm; Y = 200 mm; Amplitude = 0.0018589; Faza = 12.9102 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6340   X = 630 mm; Y = 200 mm; Amplitude = 0.00331256; Faza = -105.901 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6341   X = 630 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6342   X = 630 mm; Y = 200 mm; Amplitude = 0.00187043; Faza = 26.9426 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6343   X = 650 mm; Y = 200 mm; Amplitude = 0.00333407; Faza = -91.8596 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6344   X = 650 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6345   X = 650 mm; Y = 200 mm; Amplitude = 0.00188473; Faza = 41.03 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6346   X = 670 mm; Y = 200 mm; Amplitude = 0.00336195; Faza = -77.7998 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6347   X = 670 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
